,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem,added_util
91,MobileNetV3,ImageNet,1,64,1,1.006,EfficientNet,CIFAR-10,1,64,1,1.001,36.616,7,5020,77.8415
768,ResNet18,CIFAR-10,1,32,1,0.977,MobileNetV2,CIFAR-10,1,64,1,0.911,64.554,33.311,4918,77.8665
453,MobileNetV2,CIFAR-10,1,64,0,0.88,PPO,LunarLander,1,64,0,1,55.575,27.312,5058,77.8795
1065,TD3,BipedalWalker,1,64,0,1,LSTM,Wikitext2,1,128,1,0.97,50.762,37.127,7376,77.9155
844,ResNet18,CIFAR-10,1,32,1,0.915,VGG,CIFAR-10,1,128,1,0.99,66.553,38.658,5410,78.219
451,MobileNetV2,CIFAR-10,1,64,0,0.958,PPO,LunarLander,1,32,0,1,55.85,27.325,5066,78.451
1322,MobileNetV2,CIFAR-10,1,64,0,0.949,TD3,BipedalWalker,1,32,0,1,64.226,33.283,5066,78.465
191,PPO,LunarLander,1,128,0,1,LSTM,Wikitext2,1,128,1,1,69.589,55.357,7368,78.6605
289,EfficientNet,CIFAR-10,1,128,0,0.87,DCGAN,LSUN,1,32,1,0.993,67.908,27.342,5344,78.82
976,EfficientNet,CIFAR-10,1,64,0,0.966,EfficientNet,CIFAR-10,1,128,0,0.88,65.487,22.679,5380,79.0795
927,MobileNetV2,CIFAR-10,1,32,0,0.92,VGG,CIFAR-10,1,32,1,0.809,61.227,30.707,5292,79.0915
1020,VGG,CIFAR-10,1,32,0,0.995,VGG,CIFAR-10,1,32,1,0.81,63.027,34.067,6170,79.451
797,ResNet18,CIFAR-10,1,32,0,0.926,EfficientNet,CIFAR-10,1,32,0,0.952,62.493,26.213,4708,79.6045
1326,MobileNetV2,CIFAR-10,1,64,0,0.947,TD3,BipedalWalker,1,128,0,1,47.487,21.329,5066,79.627
1012,EfficientNet,CIFAR-10,1,128,0,0.835,VGG,CIFAR-10,1,64,1,0.963,70.187,33.84,6190,79.643
82,MobileNetV3,ImageNet,1,32,1,1.001,EfficientNet,CIFAR-10,1,128,0,0.907,47.827,16.813,5008,79.712
1227,PointNet,ShapeNet,1,128,1,0.945,LSTM,Wikitext2,1,64,1,1.002,74.397,60.621,10748,79.782
1211,PointNet,ShapeNet,1,32,1,0.999,LSTM,Wikitext2,1,64,1,1.022,79.508,65.869,7106,79.923
613,ResNet18,CIFAR-10,1,128,1,0.96,PointNet,ShapeNet,1,128,1,0.915,71.274,42.871,11034,79.929
1324,MobileNetV2,CIFAR-10,1,64,0,0.964,TD3,BipedalWalker,1,64,0,1,65.135,33.462,5074,80.028
174,PointNet,ShapeNet,1,128,1,0.933,DCGAN,LSUN,1,64,0,1.079,83.557,35.918,9542,80.054
605,ResNet18,CIFAR-10,1,128,1,0.971,PointNet,ShapeNet,1,32,1,0.989,76.595,46.149,7392,80.07
981,EfficientNet,CIFAR-10,1,128,0,0.904,EfficientNet,CIFAR-10,1,128,1,0.917,69.88,22.64,5862,80.122
811,ResNet18,CIFAR-10,1,64,1,0.759,EfficientNet,CIFAR-10,1,32,0,0.942,58.487,25.5,5972,80.173
150,PointNet,ShapeNet,1,32,1,0.964,DCGAN,LSUN,1,64,0,1.014,94.026,40.145,5900,80.195
917,MobileNetV2,CIFAR-10,1,128,1,0.984,EfficientNet,CIFAR-10,1,32,1,1.069,72.486,31.162,5192,80.2025
264,EfficientNet,CIFAR-10,1,32,0,0.892,DCGAN,LSUN,1,32,0,0.965,70.973,23.573,4788,80.363
1219,PointNet,ShapeNet,1,64,1,0.919,LSTM,Wikitext2,1,64,1,1.001,75.873,61.714,8304,80.456
941,MobileNetV2,CIFAR-10,1,64,1,0.93,VGG,CIFAR-10,1,32,1,0.878,65.6,31.587,5346,80.4745
1283,DCGAN,LSUN,1,32,1,0.954,DCGAN,LSUN,1,64,1,0.943,72.632,27.908,5082,80.496
609,ResNet18,CIFAR-10,1,128,1,1.015,PointNet,ShapeNet,1,64,1,0.98,79.775,48.535,8590,80.603
275,EfficientNet,CIFAR-10,1,32,1,1.038,DCGAN,LSUN,1,128,1,0.864,68.573,27.387,4888,80.6715
802,ResNet18,CIFAR-10,1,32,0,1.085,EfficientNet,CIFAR-10,1,64,1,0.953,71.227,31.8,4678,80.6735
518,MobileNetV3,ImageNet,1,32,0,0.83,DCGAN,LSUN,1,32,1,0.943,39.459,15.554,5458,80.688
162,PointNet,ShapeNet,1,64,1,0.963,DCGAN,LSUN,1,64,0,1.081,88.789,37.732,7098,80.728
281,EfficientNet,CIFAR-10,1,64,0,0.854,DCGAN,LSUN,1,64,1,0.976,66.132,24.079,5118,80.7555
455,MobileNetV2,CIFAR-10,1,64,0,0.902,PPO,LunarLander,1,128,0,1,57.506,28.595,5058,80.773
1029,VGG,CIFAR-10,1,32,1,0.934,VGG,CIFAR-10,1,128,1,1.08,67.779,39.494,6566,80.827
869,MobileNetV2,CIFAR-10,1,32,0,0.902,MobileNetV2,CIFAR-10,1,32,0,0.977,69.52,32.04,5038,80.854
76,MobileNetV3,ImageNet,1,32,0,0.998,EfficientNet,CIFAR-10,1,64,0,0.885,40.205,10.849,5482,80.9475
936,MobileNetV2,CIFAR-10,1,32,1,0.908,VGG,CIFAR-10,1,128,0,0.99,73.733,39.373,6372,81.0045
51,MobileNetV3,ImageNet,1,64,1,0.989,MobileNetV2,CIFAR-10,1,32,1,0.964,40.164,11.123,5048,81.0075
926,MobileNetV2,CIFAR-10,1,32,0,0.913,VGG,CIFAR-10,1,32,0,0.948,65.514,33.541,5916,81.2135
807,ResNet18,CIFAR-10,1,32,1,0.948,EfficientNet,CIFAR-10,1,128,0,0.882,68.653,32.2,4944,81.2265
816,ResNet18,CIFAR-10,1,64,1,0.8,EfficientNet,CIFAR-10,1,64,1,0.939,64.711,31.75,5956,81.242
319,VGG,CIFAR-10,1,64,1,0.938,DCGAN,LSUN,1,64,1,0.94,67.934,33.553,5940,81.319
524,MobileNetV3,ImageNet,1,32,1,0.99,DCGAN,LSUN,1,64,1,1.01,51.789,19.487,4734,81.388
278,EfficientNet,CIFAR-10,1,64,1,0.914,DCGAN,LSUN,1,32,0,1.069,78.16,24.067,4770,81.432
113,MobileNetV3,ImageNet,1,32,0,1.02,VGG,CIFAR-10,1,64,1,0.947,43.548,20.918,6304,81.511
1019,VGG,CIFAR-10,1,32,0,0.991,VGG,CIFAR-10,1,32,0,0.94,66.987,38.671,6794,81.573
1233,MobileNetV3,ImageNet,1,32,0,1.001,MobileNetV3,ImageNet,1,32,1,0.942,69.353,30.941,5150,81.58
1230,PointNet,ShapeNet,1,128,1,0.945,LSTM,Wikitext2,1,128,0,0.954,73.288,61.559,12614,81.7815
295,EfficientNet,CIFAR-10,1,128,1,0.792,DCGAN,LSUN,1,64,1,0.973,66.333,23.56,5602,81.798
1214,PointNet,ShapeNet,1,32,1,0.973,LSTM,Wikitext2,1,128,0,0.962,78.8,66.055,8972,81.9225
81,MobileNetV3,ImageNet,1,32,0,1.076,EfficientNet,CIFAR-10,1,128,1,0.871,42.493,11.096,5074,81.99
313,VGG,CIFAR-10,1,64,0,0.806,DCGAN,LSUN,1,32,1,0.969,68,38.413,6336,82.0235
873,MobileNetV2,CIFAR-10,1,32,0,0.922,MobileNetV2,CIFAR-10,1,64,1,0.907,68.56,31.747,5092,82.237
999,EfficientNet,CIFAR-10,1,64,0,0.833,VGG,CIFAR-10,1,64,0,0.89,68.947,34.974,6768,82.283
1222,PointNet,ShapeNet,1,64,1,0.978,LSTM,Wikitext2,1,128,0,0.968,75.793,63.397,10170,82.4555
935,MobileNetV2,CIFAR-10,1,32,0,0.972,VGG,CIFAR-10,1,128,1,1.036,76.987,39.434,6312,82.5895
940,MobileNetV2,CIFAR-10,1,64,1,0.925,VGG,CIFAR-10,1,32,0,0.93,66.411,34.438,5970,82.5965
1209,PointNet,ShapeNet,1,32,0,1.016,LSTM,Wikitext2,1,64,1,0.945,79.65,65,7740,82.6005
604,ResNet18,CIFAR-10,1,128,1,0.815,PointNet,ShapeNet,1,32,0,0.958,83.066,43.329,6988,82.7475
1031,VGG,CIFAR-10,1,64,0,0.897,VGG,CIFAR-10,1,64,1,0.944,71.662,45.878,7194,82.8465
148,PointNet,ShapeNet,1,32,0,1.035,DCGAN,LSUN,1,64,0,1.034,93.253,42.56,6534,82.8725
199,ResNet18,CIFAR-10,1,32,1,0.897,DCGAN,LSUN,1,64,1,0.948,69.027,34.054,5260,82.9025
114,MobileNetV3,ImageNet,1,32,1,0.998,VGG,CIFAR-10,1,64,0,0.853,54.108,30.108,5988,82.9155
1027,VGG,CIFAR-10,1,32,0,1.049,VGG,CIFAR-10,1,128,1,1.045,70.526,44.237,7190,82.949
1,MobileNetV3,ImageNet,1,32,0,1.055,ResNet18,CIFAR-10,1,32,1,0.97,45.562,20.849,5046,83.0945
1013,EfficientNet,CIFAR-10,1,128,1,0.767,VGG,CIFAR-10,1,64,0,0.819,66.849,32.315,5964,83.3255
882,MobileNetV2,CIFAR-10,1,64,1,0.954,MobileNetV2,CIFAR-10,1,64,1,0.904,70.311,30.946,5146,83.62
1008,EfficientNet,CIFAR-10,1,128,0,0.81,VGG,CIFAR-10,1,32,1,0.869,62.64,27.773,7026,83.8345
762,ResNet18,CIFAR-10,1,32,0,1.045,MobileNetV2,CIFAR-10,1,32,1,0.873,74.24,35.587,4732,83.8395
949,MobileNetV2,CIFAR-10,1,64,1,0.877,VGG,CIFAR-10,1,128,1,0.999,71.877,39.575,6180,83.9725
1217,PointNet,ShapeNet,1,64,0,0.974,LSTM,Wikitext2,1,64,1,0.954,78.484,63.823,10118,84.01
608,ResNet18,CIFAR-10,1,128,1,0.971,PointNet,ShapeNet,1,64,0,0.972,78.261,49.261,10404,84.157
916,MobileNetV2,CIFAR-10,1,128,1,0.923,EfficientNet,CIFAR-10,1,32,0,0.894,69.292,31.028,5326,84.215
160,PointNet,ShapeNet,1,64,0,0.982,DCGAN,LSUN,1,64,0,1.047,90.366,41,9694,84.282
1039,VGG,CIFAR-10,1,128,1,1.096,VGG,CIFAR-10,1,128,1,1.089,75.338,46.948,6470,84.325
776,ResNet18,CIFAR-10,1,64,1,0.783,MobileNetV2,CIFAR-10,1,32,1,0.928,65.907,30.267,5984,84.408
839,ResNet18,CIFAR-10,1,32,1,0.938,VGG,CIFAR-10,1,64,0,0.942,75.56,47.76,5936,84.43
230,MobileNetV2,CIFAR-10,1,32,1,0.951,DCGAN,LSUN,1,32,0,0.976,75.297,31.297,4800,84.598
1212,PointNet,ShapeNet,1,32,0,1.013,LSTM,Wikitext2,1,128,0,0.918,78.411,64.839,9606,84.6
1193,MobileNetV3,ImageNet,1,64,0,1.02,PointNet,ShapeNet,1,128,1,0.939,6.296,5.574,7001,84.618
1225,PointNet,ShapeNet,1,128,0,0.95,LSTM,Wikitext2,1,64,1,0.937,72.213,59.082,14246,84.683
273,EfficientNet,CIFAR-10,1,32,0,0.928,DCGAN,LSUN,1,128,1,0.853,68.26,28.575,5020,84.684
1185,MobileNetV3,ImageNet,1,64,0,0.968,PointNet,ShapeNet,1,32,1,0.998,22.373,14.791,6622,84.759
612,ResNet18,CIFAR-10,1,128,1,0.944,PointNet,ShapeNet,1,128,0,0.939,77.873,48.145,14532,84.83
1125,EfficientNet,CIFAR-10,1,32,1,0.88,LSTM,Wikitext2,1,128,1,0.955,72.83,53.547,7518,84.8925
172,PointNet,ShapeNet,1,128,0,0.954,DCGAN,LSUN,1,64,0,1.049,84.233,38.433,13040,84.955
325,VGG,CIFAR-10,1,128,0,0.94,DCGAN,LSUN,1,32,1,0.933,72.276,44.803,6742,85.2655
532,MobileNetV3,ImageNet,1,64,1,0.984,DCGAN,LSUN,1,32,1,0.992,43.095,15.392,5428,85.2685
921,MobileNetV2,CIFAR-10,1,128,1,0.876,EfficientNet,CIFAR-10,1,64,1,0.953,69.236,30.806,5308,85.284
1189,MobileNetV3,ImageNet,1,64,0,1.075,PointNet,ShapeNet,1,64,1,0.982,9.452,6.081,7820,85.292
307,VGG,CIFAR-10,1,32,1,0.801,DCGAN,LSUN,1,64,1,0.909,64.658,30.632,5114,85.5105
1003,EfficientNet,CIFAR-10,1,64,0,0.893,VGG,CIFAR-10,1,128,0,0.991,75.04,39.4,6778,85.525
90,MobileNetV3,ImageNet,1,64,1,0.967,EfficientNet,CIFAR-10,1,64,0,0.924,41.932,10.904,5494,85.528
898,MobileNetV2,CIFAR-10,1,32,0,0.983,EfficientNet,CIFAR-10,1,128,0,0.872,74.895,32.724,5162,85.597
185,PPO,LunarLander,1,64,0,1,LSTM,Wikitext2,1,64,1,0.977,74.322,56.814,5798,85.6355
109,MobileNetV3,ImageNet,1,32,0,0.957,VGG,CIFAR-10,1,32,1,0.794,36.644,17.836,5478,85.7025
287,EfficientNet,CIFAR-10,1,64,1,0.929,DCGAN,LSUN,1,128,1,0.858,70.067,28.52,5002,85.753
442,ResNet18,CIFAR-10,1,128,1,0.938,PPO,LunarLander,1,64,0,1,68.708,36.458,6084,85.7825
730,DCGAN,LSUN,1,64,0,0.986,PPO,LunarLander,1,64,0,1,71.25,27.639,4592,85.9075
1007,EfficientNet,CIFAR-10,1,128,0,0.815,VGG,CIFAR-10,1,32,0,1.01,72.257,33.243,6468,85.9565
1220,PointNet,ShapeNet,1,64,0,0.981,LSTM,Wikitext2,1,128,0,0.911,77.807,64.263,11984,86.0095
1035,VGG,CIFAR-10,1,64,1,0.94,VGG,CIFAR-10,1,128,0,0.946,73.013,47.907,7600,86.0885
127,MobileNetV3,ImageNet,1,64,1,0.98,VGG,CIFAR-10,1,64,1,0.929,44.764,21.792,6316,86.0915
118,MobileNetV3,ImageNet,1,32,1,1.057,VGG,CIFAR-10,1,128,0,1.016,54.13,33.623,6422,86.1575
1238,MobileNetV3,ImageNet,1,32,1,0.979,MobileNetV3,ImageNet,1,64,1,0.987,72.875,27.375,5100,86.1605
181,PPO,LunarLander,1,32,0,1,LSTM,Wikitext2,1,64,1,0.978,65.662,48.544,5798,86.207
1059,TD3,BipedalWalker,1,32,0,1,LSTM,Wikitext2,1,64,1,1.018,68.847,51.864,5806,86.221
440,ResNet18,CIFAR-10,1,128,1,0.984,PPO,LunarLander,1,32,0,1,59.296,32.58,6084,86.354
1311,ResNet18,CIFAR-10,1,128,1,0.945,TD3,BipedalWalker,1,32,0,1,62.473,34.912,6092,86.368
728,DCGAN,LSUN,1,64,0,1.067,PPO,LunarLander,1,32,0,1,77.172,31.641,4954,86.479
505,DCGAN,LSUN,1,64,0,1.039,TD3,BipedalWalker,1,32,0,1,75.787,30.617,4600,86.493
1017,EfficientNet,CIFAR-10,1,128,1,0.89,VGG,CIFAR-10,1,128,0,1.021,76.133,38.6,6370,86.5675
95,MobileNetV3,ImageNet,1,64,1,1.018,EfficientNet,CIFAR-10,1,128,1,0.873,42.068,10.685,5086,86.5705
1228,PointNet,ShapeNet,1,128,0,0.944,LSTM,Wikitext2,1,128,0,0.888,72.787,59.393,16112,86.6825
912,MobileNetV2,CIFAR-10,1,64,1,0.909,EfficientNet,CIFAR-10,1,128,0,0.847,71.192,29.767,5180,86.98
903,MobileNetV2,CIFAR-10,1,64,0,0.931,EfficientNet,CIFAR-10,1,32,1,1.003,75.68,36.747,5208,87.005
1024,VGG,CIFAR-10,1,32,1,0.8,VGG,CIFAR-10,1,64,0,0.804,66.827,38.533,6368,87.038
233,MobileNetV2,CIFAR-10,1,32,0,0.879,DCGAN,LSUN,1,64,1,0.927,70.467,31.28,4930,87.273
1016,EfficientNet,CIFAR-10,1,128,0,0.838,VGG,CIFAR-10,1,128,1,1.049,76.527,37.986,5268,87.3325
1067,TD3,BipedalWalker,1,128,0,1,LSTM,Wikitext2,1,64,1,1.024,72.808,55,5806,87.383
1184,MobileNetV3,ImageNet,1,64,0,0.978,PointNet,ShapeNet,1,32,0,0.995,23.403,15,7256,87.4365
36,MobileNetV3,ImageNet,1,32,0,0.842,MobileNetV2,CIFAR-10,1,32,0,0.904,45.473,18.784,5246,87.465
1315,ResNet18,CIFAR-10,1,128,1,0.935,TD3,BipedalWalker,1,128,0,1,66.24,36.4,6092,87.53
305,VGG,CIFAR-10,1,32,0,1.052,DCGAN,LSUN,1,64,1,0.936,75.276,37.461,5738,87.6325
186,PPO,LunarLander,1,64,0,1,LSTM,Wikitext2,1,128,0,1.005,74.864,57.39,7664,87.635
509,DCGAN,LSUN,1,64,0,1.068,TD3,BipedalWalker,1,128,0,1,63.582,23.985,4600,87.655
843,ResNet18,CIFAR-10,1,32,1,0.92,VGG,CIFAR-10,1,128,0,1,76.573,48.733,6932,87.672
15,MobileNetV3,ImageNet,1,64,1,0.959,ResNet18,CIFAR-10,1,32,1,0.853,41.892,20.014,5058,87.675
1063,TD3,BipedalWalker,1,64,0,1,LSTM,Wikitext2,1,64,1,0.998,76.86,59.36,5806,87.784
108,MobileNetV3,ImageNet,1,32,0,0.933,VGG,CIFAR-10,1,32,0,0.989,47.707,24.693,6102,87.8245
1313,ResNet18,CIFAR-10,1,128,1,0.969,TD3,BipedalWalker,1,64,0,1,69.64,39.76,6092,87.931
507,DCGAN,LSUN,1,64,0,1.056,TD3,BipedalWalker,1,64,0,1,61.186,21.571,4600,88.056
193,ResNet18,CIFAR-10,1,32,0,0.969,DCGAN,LSUN,1,32,1,0.942,73,37.276,5130,88.1005
182,PPO,LunarLander,1,32,0,1,LSTM,Wikitext2,1,128,0,1.013,67.627,51.075,7664,88.2065
1060,TD3,BipedalWalker,1,32,0,1,LSTM,Wikitext2,1,128,0,0.992,64.547,48.717,7672,88.2205
801,ResNet18,CIFAR-10,1,32,0,0.992,EfficientNet,CIFAR-10,1,64,0,0.853,72.027,35.08,5154,88.36
879,MobileNetV2,CIFAR-10,1,32,1,0.91,MobileNetV2,CIFAR-10,1,128,1,0.906,75.375,35.222,5858,88.45
189,PPO,LunarLander,1,128,0,1,LSTM,Wikitext2,1,64,1,1.032,78.583,60.7,5798,88.529
247,MobileNetV2,CIFAR-10,1,64,1,0.939,DCGAN,LSUN,1,64,1,0.92,71.486,31.824,5130,88.656
207,ResNet18,CIFAR-10,1,64,1,0.818,DCGAN,LSUN,1,32,1,0.926,70.027,37.067,5340,88.669
444,ResNet18,CIFAR-10,1,128,1,1.047,PPO,LunarLander,1,128,0,1,75.908,42.408,6084,88.676
930,MobileNetV2,CIFAR-10,1,32,0,0.933,VGG,CIFAR-10,1,64,0,0.846,77.041,43.811,6114,88.8005
732,DCGAN,LSUN,1,64,0,1,PPO,LunarLander,1,128,0,1,73.026,28.263,4592,88.801
1188,MobileNetV3,ImageNet,1,64,0,0.983,PointNet,ShapeNet,1,64,0,0.998,18.855,14.177,9634,88.846
41,MobileNetV3,ImageNet,1,32,0,0.915,MobileNetV2,CIFAR-10,1,64,1,0.952,46.135,18.554,5278,88.848
1278,DCGAN,LSUN,1,32,0,0.907,DCGAN,LSUN,1,32,1,0.896,80.579,29.395,5210,88.859
1123,EfficientNet,CIFAR-10,1,32,0,0.877,LSTM,Wikitext2,1,128,1,0.941,76.769,54.5,7650,88.905
239,MobileNetV2,CIFAR-10,1,32,1,0.932,DCGAN,LSUN,1,128,1,0.834,70.867,29.627,5032,88.919
838,ResNet18,CIFAR-10,1,32,0,1.046,VGG,CIFAR-10,1,64,1,0.948,76.413,47.96,5970,88.9235
815,ResNet18,CIFAR-10,1,64,1,0.813,EfficientNet,CIFAR-10,1,64,0,0.863,66.855,32.855,6430,88.9285
599,ResNet18,CIFAR-10,1,64,0,1.084,PointNet,ShapeNet,1,128,1,0.918,83.033,56.885,9658,88.9765
2,MobileNetV3,ImageNet,1,32,1,0.985,ResNet18,CIFAR-10,1,32,0,1.018,55.026,27.026,4736,88.9925
331,VGG,CIFAR-10,1,128,1,0.984,DCGAN,LSUN,1,64,1,0.919,72.676,37.527,6132,89.0085
591,ResNet18,CIFAR-10,1,64,0,1.004,PointNet,ShapeNet,1,32,1,0.968,93.108,58.189,6016,89.1175
276,EfficientNet,CIFAR-10,1,64,0,0.803,DCGAN,LSUN,1,32,0,0.886,70.573,26.173,5246,89.1185
1022,VGG,CIFAR-10,1,32,0,1.006,VGG,CIFAR-10,1,64,0,0.861,75.724,47.447,6992,89.16
117,MobileNetV3,ImageNet,1,32,0,1.123,VGG,CIFAR-10,1,128,1,1.023,47.973,24.946,5382,89.2005
1068,TD3,BipedalWalker,1,128,0,1,LSTM,Wikitext2,1,128,0,1,79.667,61.722,7672,89.3825
806,ResNet18,CIFAR-10,1,32,0,1.106,EfficientNet,CIFAR-10,1,128,1,0.853,79.216,37.068,5644,89.4025
852,ResNet18,CIFAR-10,1,64,1,0.817,VGG,CIFAR-10,1,64,1,0.941,70.627,40.333,7252,89.492
1192,MobileNetV3,ImageNet,1,64,0,1.158,PointNet,ShapeNet,1,128,0,0.949,9.754,8.175,10499,89.519
7,MobileNetV3,ImageNet,1,32,1,0.955,ResNet18,CIFAR-10,1,64,1,0.818,53.816,28.079,6046,89.561
595,ResNet18,CIFAR-10,1,64,0,1.074,PointNet,ShapeNet,1,64,1,0.902,89.714,58.743,7214,89.6505
314,VGG,CIFAR-10,1,64,1,0.926,DCGAN,LSUN,1,32,0,0.947,81.026,39.974,6068,89.682
519,MobileNetV3,ImageNet,1,32,1,0.957,DCGAN,LSUN,1,32,0,0.926,57.846,23.321,4880,89.751
1064,TD3,BipedalWalker,1,64,0,1,LSTM,Wikitext2,1,128,0,0.992,57.257,40.957,7672,89.7835
820,ResNet18,CIFAR-10,1,64,1,0.844,EfficientNet,CIFAR-10,1,128,1,0.904,72.164,36.808,6602,89.971
1133,EfficientNet,CIFAR-10,1,64,1,0.856,LSTM,Wikitext2,1,128,1,0.97,78.038,56.17,7632,89.974
290,EfficientNet,CIFAR-10,1,128,1,0.862,DCGAN,LSUN,1,32,0,0.931,79.122,27.527,5572,90.161
944,MobileNetV2,CIFAR-10,1,64,1,0.895,VGG,CIFAR-10,1,64,0,0.863,75.569,44.125,6168,90.1835
1028,VGG,CIFAR-10,1,32,1,0.906,VGG,CIFAR-10,1,128,0,1.009,74,50.316,7084,90.28
123,MobileNetV3,ImageNet,1,64,1,1.01,VGG,CIFAR-10,1,32,1,0.849,39.671,17.849,5490,90.283
980,EfficientNet,CIFAR-10,1,128,0,0.819,EfficientNet,CIFAR-10,1,128,0,0.779,68.351,27.23,6022,90.34
417,MobileNetV3,ImageNet,1,64,0,1.259,PPO,LunarLander,1,64,0,1,25.318,6.667,5314,90.4715
741,ResNet18,CIFAR-10,1,32,0,0.936,ResNet18,CIFAR-10,1,32,1,0.875,72.595,44.243,4712,90.507
190,PPO,LunarLander,1,128,0,1,LSTM,Wikitext2,1,128,0,0.998,73.311,56.475,7664,90.5285
1034,VGG,CIFAR-10,1,64,0,0.858,VGG,CIFAR-10,1,128,1,1.013,82.513,50.184,7390,90.536
902,MobileNetV2,CIFAR-10,1,64,0,0.918,EfficientNet,CIFAR-10,1,32,0,0.952,75.896,37.792,5374,91.0175
415,MobileNetV3,ImageNet,1,64,0,1.253,PPO,LunarLander,1,32,0,1,12.782,0.705,5314,91.043
1376,MobileNetV3,ImageNet,1,64,0,1.249,TD3,BipedalWalker,1,32,0,1,15.453,0,2059,91.057
746,ResNet18,CIFAR-10,1,32,1,0.892,ResNet18,CIFAR-10,1,64,1,0.795,75.333,44.973,5994,91.0755
194,ResNet18,CIFAR-10,1,32,1,0.858,DCGAN,LSUN,1,32,0,0.968,84.934,34.697,4810,91.2655
1207,MobileNetV3,ImageNet,1,128,1,1.038,PointNet,ShapeNet,1,128,1,0.937,3.135,2.692,7001,91.4105
1199,MobileNetV3,ImageNet,1,128,1,0.971,PointNet,ShapeNet,1,32,1,0.994,20.585,10.385,6730,91.5515
590,ResNet18,CIFAR-10,1,64,0,0.969,PointNet,ShapeNet,1,32,0,1.009,91.533,57.6,6650,91.795
293,EfficientNet,CIFAR-10,1,128,0,0.828,DCGAN,LSUN,1,64,1,0.978,76.573,31.88,4944,92.016
934,MobileNetV2,CIFAR-10,1,32,0,0.97,VGG,CIFAR-10,1,128,0,0.993,80.013,46.027,6520,92.0425
50,MobileNetV3,ImageNet,1,64,1,0.979,MobileNetV2,CIFAR-10,1,32,0,0.877,45.945,18.329,5236,92.0455
1203,MobileNetV3,ImageNet,1,128,1,1,PointNet,ShapeNet,1,64,1,0.964,13.23,7.574,7770,92.0845
907,MobileNetV2,CIFAR-10,1,64,0,0.929,EfficientNet,CIFAR-10,1,64,1,0.907,78.923,38.641,5544,92.0865
80,MobileNetV3,ImageNet,1,32,0,1.022,EfficientNet,CIFAR-10,1,128,0,0.926,52.883,19.39,5296,92.208
1380,MobileNetV3,ImageNet,1,64,0,1.037,TD3,BipedalWalker,1,128,0,1,12.776,0,2059,92.219
1026,VGG,CIFAR-10,1,32,0,0.974,VGG,CIFAR-10,1,128,0,0.953,87.84,50.613,7398,92.402
122,MobileNetV3,ImageNet,1,64,1,0.944,VGG,CIFAR-10,1,32,0,0.955,46.753,22.315,6114,92.405
1378,MobileNetV3,ImageNet,1,64,0,1.243,TD3,BipedalWalker,1,64,0,1,13.778,0,2059,92.62
255,MobileNetV2,CIFAR-10,1,128,1,0.913,DCGAN,LSUN,1,32,1,0.929,75.746,38.676,6348,92.711
920,MobileNetV2,CIFAR-10,1,128,1,0.93,EfficientNet,CIFAR-10,1,64,0,0.929,79.387,36.453,5792,92.9705
834,ResNet18,CIFAR-10,1,32,0,0.97,VGG,CIFAR-10,1,32,1,0.818,72.487,40.789,6296,93.115
1101,MobileNetV2,CIFAR-10,1,32,1,0.799,LSTM,Wikitext2,1,128,1,0.961,78.792,58.792,7662,93.14
1287,DCGAN,LSUN,1,32,1,0.898,DCGAN,LSUN,1,128,1,0.805,80.711,31.684,5442,93.18
594,ResNet18,CIFAR-10,1,64,0,0.985,PointNet,ShapeNet,1,64,0,0.9,92,60.958,9810,93.2045
419,MobileNetV3,ImageNet,1,64,0,1.228,PPO,LunarLander,1,128,0,1,23.041,7.164,5314,93.365
948,MobileNetV2,CIFAR-10,1,64,1,0.932,VGG,CIFAR-10,1,128,0,1.014,84.803,50.211,6624,93.4255
55,MobileNetV3,ImageNet,1,64,1,0.997,MobileNetV2,CIFAR-10,1,64,1,0.934,47.917,18.25,5332,93.4285
285,EfficientNet,CIFAR-10,1,64,0,0.801,DCGAN,LSUN,1,128,1,0.887,72.32,30.56,5478,93.4395
957,MobileNetV2,CIFAR-10,1,128,1,0.888,VGG,CIFAR-10,1,64,1,0.979,81.292,44.611,6936,93.534
1011,EfficientNet,CIFAR-10,1,128,0,0.878,VGG,CIFAR-10,1,64,0,0.866,82.219,45.452,6186,93.5435
47,MobileNetV3,ImageNet,1,32,1,1.029,MobileNetV2,CIFAR-10,1,128,1,0.968,65,29.986,5404,93.603
848,ResNet18,CIFAR-10,1,64,1,0.746,VGG,CIFAR-10,1,32,1,0.855,72.595,45.311,7584,93.6835
1290,DCGAN,LSUN,1,64,1,0.927,DCGAN,LSUN,1,64,1,0.928,72.237,33.447,4682,93.692
1038,VGG,CIFAR-10,1,128,0,1.038,VGG,CIFAR-10,1,128,1,1.11,90,55.429,7796,93.778
131,MobileNetV3,ImageNet,1,64,1,1.004,VGG,CIFAR-10,1,128,1,1.009,51.467,28.293,5394,93.781
302,VGG,CIFAR-10,1,32,1,0.825,DCGAN,LSUN,1,32,0,0.865,75.96,37.707,6822,93.8735
598,ResNet18,CIFAR-10,1,64,0,0.991,PointNet,ShapeNet,1,128,0,0.848,84.831,55.305,13156,93.8775
522,MobileNetV3,ImageNet,1,32,0,0.934,DCGAN,LSUN,1,64,1,0.929,49.636,19.779,5046,93.884
